Energy,Energy,Energy,Energy,Energy,Energy,Energy,Energy,Energy,Energy,Employment,Energy,Energy,Energy,Energy,Energy,Energy,Energy,Energy,Energy
7.95,-2.39,31.35,0.508802817,0.481807512,0,0.009389671,0,0,0,24071,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-2.39,31.35,0.641797032,0.358202968,0,0,0,0,0,39877,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-0.57,31.78,0.435875943,0.510477787,0.009220453,0.010058676,0,0.034367142,0,47026,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-0.57,31.78,0.619284294,0.375745527,0,0,0,0.004970179,0,20212,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-0.57,31.78,0.368462758,0.622028526,0,0,0,0,0.009508716,32656,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-0.57,31.78,0.544676806,0.44391635,0,0.008555133,0,0.002851711,0,20222,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-1.87,32.09,0.388888889,0.437751004,0.001338688,0.169344043,0,0,0.002677376,37394,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-1.87,32.09,0.374157303,0.388764045,0.004494382,0.22247191,0,0.01011236,0,30469,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-1.87,32.09,0.410477454,0.385278515,0,0.197612732,0,0.0066313,0,31016,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-3.78,30.78,0.358527132,0.483204134,0.003875969,0.154392765,0,0,0,33944,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-3.78,30.78,0.311111111,0.443274854,0.014619883,0.224561404,0.006432749,0,0,39115,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-3.78,30.78,0.230448866,0.66173068,0,0.099953725,0,0.005552985,0.002313744,34882,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-1.96,31.91,0.22238806,0.656218905,0,0.103482587,0,0.000995025,0.016915423,41053,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-1.96,31.91,0.376923077,0.545299145,0,0.058119658,0,0.017094017,0.002564103,43182,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-1.87,32.09,0.293853073,0.587706147,0,0.113943028,0,0.004497751,0,42813,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-0.57,31.78,0.437073171,0.508292683,0,0.033170732,0,0.014634146,0.006829268,24464,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-0.57,31.78,0.345238095,0.555357143,0,0.075595238,0,0.023809524,0,43152,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-0.57,31.78,0.433638444,0.519450801,0,0.044622426,0,0.00228833,0,39722,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-0.57,31.78,0.447469162,0.547001276,0,0.005529562,0,0,0,29518,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-0.57,31.78,0.465317919,0.502890173,0,0.00867052,0,0,0.023121387,27308,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-2.96,31.17,0.491507431,0.508492569,0,0,0,0,0,22246,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-2.96,31.17,0.146743979,0.565566459,0.011596789,0.233719893,0,0.033006244,0.009366637,39803,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-2.96,31.17,0.547879943,0.363030014,0,0.089090043,0,0,0,41641,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-2.96,31.17,0.415114423,0.493347525,0,0.075572113,0,0.014901543,0.001064396,39299,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-2.96,31.17,0.354126941,0.571233996,0,0.06837374,0,0.001362027,0.004903296,47417,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-2.96,31.17,0.465,0.517666667,0,0.017333333,0,0,0,50000,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-2.96,31.17,0.65523359,0.34476641,0,0,0,0,0,48004,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-0.91,32.17,0.408441962,0.585971446,0,0,0,0.005586592,0,37676,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-0.91,32.17,0.421856639,0.57226792,0,0,0,0.005875441,0,17165,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-0.91,32.17,0.417445483,0.56635514,0,0.016199377,0,0,0,32054,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-0.74,32.22,0.307096374,0.671211652,0,0.021691974,0,0,0,53260,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-0.91,32.17,0.469565217,0.526708075,0,0,0,0,0.003726708,26458,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-0.74,32.22,0.288129861,0.652012175,0,0.058505242,0,0,0.001352722,46883,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-0.91,32.17,0.668350168,0.324074074,0,0.007575758,0,0,0,31007,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-0.91,32.17,0.71122449,0.275510204,0,0.013265306,0,0,0,24375,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-2.57,31.17,0.576124567,0.411764706,0,0.012110727,0,0,0,19877,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-2.57,31.17,0.249255214,0.714001986,0,0.0367428,0,0,0,43527,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-2.57,31.17,0.461414791,0.454983923,0.019292605,0.056270096,0,0.008038585,0,37963,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-2.57,31.17,0.403713893,0.546767538,0.015130674,0.006189821,0,0.017193948,0.011004127,61923,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-2.57,31.17,0.342898135,0.632711621,0.008608321,0.013629842,0,0.00215208,0,32500,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-2.57,31.17,0.564143854,0.430488459,0,0.005367687,0,0,0,26161,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-2.7,31.22,0.357607282,0.501950585,0,0.140442133,0,0,0,43919,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-2.7,31.22,0.706938776,0.248979592,0.023673469,0.020408163,0,0,0,25161,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-2.7,31.22,0.717839806,0.233616505,0.004854369,0.037621359,0,0.003033981,0.003033981,30586,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-2.7,31.22,0.564516129,0.431761787,0,0.003722084,0,0,0,32792,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-2.7,31.22,0.583410138,0.360368664,0,0.05437788,0,0,0.001843318,28719,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-3.52,31.04,0.668734491,0.165012407,0,0.163771712,0,0,0.00248139,40667,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-3.52,31.04,0.590909091,0.230861244,0,0.159090909,0,0.019138756,0,37500,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-3.52,31.04,0.637458194,0.330434783,0,0.016053512,0,0.011371237,0.004682274,26345,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-3.52,31.04,0.732947977,0.252023121,0,0.015028902,0,0,0,33750,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-3.52,31.04,0.671911422,0.312937063,0,0.015151515,0,0,0,29403,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-3.52,31.04,0.591265398,0.298992161,0.007838746,0.098544233,0,0.002239642,0.001119821,31777,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-3,31.3,0.382219338,0.279688514,0,0.338092148,0,0,0,33101,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-3,31.3,0.45971564,0.40521327,0,0.13507109,0,0,0,28050,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-3.52,31.04,0.542565947,0.222422062,0.012589928,0.213429257,0,0.004196643,0.004796163,29760,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-3.52,31.04,0.640595903,0.340782123,0,0.018621974,0,0,0,29801,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-3.57,31.22,0.427180527,0.231237323,0.005273834,0.330223124,0,0.006085193,0,42119,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-2.87,31.13,0.309303758,0.538508934,0,0.152187307,0,0,0,34716,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-2.87,31.13,0.416193182,0.480823864,0,0.099431818,0,0.003551136,0,40922,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-2.87,31.13,0.615956728,0.338066261,0,0.022988506,0,0,0.022988506,31809,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-2.87,31.13,0.419230769,0.49,0,0.074615385,0,0.016153846,0,42432,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-2.87,31.13,0.512687428,0.476355248,0,0.006920415,0,0,0.004036909,27152,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-2.87,31.13,0.392488263,0.376525822,0,0.230985915,0,0,0,36283,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-3,31.3,0.242068966,0.562758621,0,0.175172414,0,0.015862069,0.004137931,36806,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-3,31.3,0.169216504,0.670839128,0.002318034,0.111265647,0,0.044506259,0.001854427,42936,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-3,31.3,0.333333333,0.660357518,0,0,0,0,0.006309148,33553,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-3,31.3,0.725058005,0.241299304,0,0.027842227,0,0.005800464,0,29239,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-3,31.3,0.3451015,0.629302736,0,0.022065313,0,0.00353045,0,36472,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-3,31.3,0.354312354,0.533799534,0,0.1002331,0,0.011655012,0,44063,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-4.13,30.57,0.292852625,0.418722328,0,0.288425047,0,0,0,40018,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-2.87,31.13,0.321573164,0.237709659,0,0.440717178,0,0,0,30023,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-2.22,32.04,0.364510957,0.624799572,0,0.010689471,0,0,0,30168,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-2.22,32.04,0.174763407,0.723028391,0,0.102208202,0,0,0,45373,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-0.91,32.17,0.340088106,0.564757709,0,0.095154185,0,0,0,36723,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-2.22,32.04,0.18328841,0.745956873,0,0.059299191,0,0.004043127,0.007412399,37045,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-2.87,31.13,0.187796209,0.674763033,0,0.099526066,0,0.020734597,0.017180095,46339,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-2.87,31.13,0.330122268,0.655427936,0,0,0,0.014449796,0,32214,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-2.87,31.13,0.392370572,0.607629428,0,0,0,0,0,24583,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-2.87,31.13,0.523541813,0.456078707,0,0.007378777,0,0.008081518,0.004919185,31980,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-2.87,31.13,0.194831014,0.591119947,0,0.191517561,0,0.022531478,0,37003,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-3,31.3,0.342447027,0.626110731,0,0.031442242,0,0,0,41509,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-2.87,31.13,0.177798982,0.755725191,0,0.044847328,0,0.006997455,0.014631043,48233,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-2.87,31.13,0.407894737,0.590027701,0,0.002077562,0,0,0,36833,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-2.87,31.13,0.282951855,0.677979479,0,0.029597474,0,0.003157064,0.006314128,55306,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-3,31.3,0.205094709,0.670150229,0.004572175,0.114304376,0,0,0.005878511,34528,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-0.74,32.22,0.400679117,0.531409168,0.005093379,0.062818336,0,0,0,40012,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-2.22,32.04,0.315967524,0.621786198,0,0.062246279,0,0,0,37500,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-0.74,32.22,0.44789357,0.521064302,0,0.021618625,0,0,0.009423503,30333,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-4.13,30.57,0.643824701,0.296414343,0,0.059760956,0,0,0,36076,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-4.13,30.57,0.273076923,0.574038462,0,0.113141026,0.013461538,0.012820513,0.013461538,37665,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-4.13,30.57,0.558408216,0.376551134,0,0.06504065,0,0,0,35241,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-4.13,30.57,0.502380952,0.345833333,0,0.151190476,0,0.000595238,0,38355,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-4.13,30.57,0.500967118,0.405029014,0.006576402,0.087427466,0,0,0,38417,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-0.57,32.35,0.496183206,0.363549618,0,0.139312977,0,0,0.000954198,41061,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-0.57,32.35,0.482822656,0.429897864,0.00185701,0.076137419,0,0.009285051,0,32150,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-1.96,31.91,0.291267306,0.631522897,0,0.062832801,0,0.014376997,0,47803,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-1.96,31.91,0.406275805,0.486374897,0.009083402,0.091659785,0,0,0.006606111,55977,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-1.96,31.91,0.467917676,0.463680387,0,0.061743341,0,0.001210654,0.005447942,35417,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-1.96,31.91,0.556657224,0.434372049,0,0.008970727,0,0,0,46506,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-0.57,32.35,0.44516129,0.440322581,0,0.114516129,0,0,0,42917,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-0.57,32.35,0.244755245,0.576223776,0,0.160839161,0,0.002797203,0.015384615,35764,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
7.95,-0.57,32.35,0.541557763,0.397281756,0,0.038682697,0,0.009932044,0.01254574,30968,9.82,8.32,6.23,11.21,8.19,1122,5396,37262,43780
10.15,1.74,35.26,0.57680051,0.413639261,0,0,0.00446144,0,0.005098789,92721,12.13,10.39,6.26,9.4,10.34,1028,7753,159939,168720
10.15,0,33.65,0.019642078,0.962025316,0,0,0,0,0.018332606,29513,12.13,10.39,6.26,9.4,10.34,1028,7753,159939,168720
10.15,0,33.65,0.354741596,0.645258404,0,0,0,0,0,61027,12.13,10.39,6.26,9.4,10.34,1028,7753,159939,168720
10.15,1.74,35.26,0.343959732,0.60738255,0,0,0,0,0.048657718,34219,12.13,10.39,6.26,9.4,10.34,1028,7753,159939,168720
10.15,0,33.65,0.643040575,0.341551104,0,0.00719055,0.008217771,0,0,132822,12.13,10.39,6.26,9.4,10.34,1028,7753,159939,168720
10.15,1.74,35.26,0.39693356,0.594548552,0,0,0,0,0.008517888,42981,12.13,10.39,6.26,9.4,10.34,1028,7753,159939,168720
10.15,1.74,35.26,0.401315789,0.598684211,0,0,0,0,0,66855,12.13,10.39,6.26,9.4,10.34,1028,7753,159939,168720
10.15,0,33.65,0.043928924,0.948173741,0,0,0.0029615,0,0.004935834,65556,12.13,10.39,6.26,9.4,10.34,1028,7753,159939,168720
10.15,0,33.65,0.15,0.85,0,0,0,0,0,60500,12.13,10.39,6.26,9.4,10.34,1028,7753,159939,168720
10.15,1.74,35.26,0.289413557,0.710586443,0,0,0,0,0,38125,12.13,10.39,6.26,9.4,10.34,1028,7753,159939,168720
10.15,0,33.65,0.059440559,0.940559441,0,0,0,0,0,44643,12.13,10.39,6.26,9.4,10.34,1028,7753,159939,168720
10.15,1.74,35.26,0.186084142,0.80420712,0,0,0,0.006472492,0.003236246,26985,12.13,10.39,6.26,9.4,10.34,1028,7753,159939,168720
10.15,1.74,35.26,0.348546042,0.651453958,0,0,0,0,0,32424,12.13,10.39,6.26,9.4,10.34,1028,7753,159939,168720
10.15,1.74,35.26,0.890829694,0.102620087,0,0,0,0,0.006550218,47232,12.13,10.39,6.26,9.4,10.34,1028,7753,159939,168720
10.15,1.74,35.26,0.274139845,0.705327414,0.004994451,0.015538291,0,0,0,51984,12.13,10.39,6.26,9.4,10.34,1028,7753,159939,168720
10.15,1.74,35.26,0.617541766,0.377684964,0,0,0,0,0.00477327,71875,12.13,10.39,6.26,9.4,10.34,1028,7753,159939,168720
10.15,1.74,35.26,0.19241517,0.776047904,0,0.011576846,0.01237525,0,0.00758483,42334,12.13,10.39,6.26,9.4,10.34,1028,7753,159939,168720
10.15,1.74,35.26,0.369868473,0.611797529,0,0,0.006775608,0,0.01155839,61163,12.13,10.39,6.26,9.4,10.34,1028,7753,159939,168720
10.15,1.74,35.26,0.780942517,0.192128431,0.00569653,0,0.021232522,0,0,86726,12.13,10.39,6.26,9.4,10.34,1028,7753,159939,168720
10.15,1.74,35.26,0.771075019,0.221964424,0,0,0.006960557,0,0,115327,12.13,10.39,6.26,9.4,10.34,1028,7753,159939,168720
10.15,1.74,35.26,0.068598462,0.897102306,0,0.006505027,0.027794205,0,0,92899,12.13,10.39,6.26,9.4,10.34,1028,7753,159939,168720
10.15,1.74,35.26,0.422519509,0.572463768,0,0,0,0.005016722,0,48571,12.13,10.39,6.26,9.4,10.34,1028,7753,159939,168720
10.15,1.74,35.26,0.812863795,0.187136205,0,0,0,0,0,58217,12.13,10.39,6.26,9.4,10.34,1028,7753,159939,168720
10.15,1.74,35.26,0.203377903,0.786066151,0,0,0.004926108,0,0.005629838,54835,12.13,10.39,6.26,9.4,10.34,1028,7753,159939,168720
10.15,1.74,35.26,0.125066243,0.86009539,0,0.010068892,0,0.004769475,0,35837,12.13,10.39,6.26,9.4,10.34,1028,7753,159939,168720
10.15,1.74,35.26,0.426886792,0.550943396,0,0.022169811,0,0,0,72250,12.13,10.39,6.26,9.4,10.34,1028,7753,159939,168720
10.15,0,33.65,0.293236715,0.706763285,0,0,0,0,0,60526,12.13,10.39,6.26,9.4,10.34,1028,7753,159939,168720
10.15,0,33.65,0.570923553,0.413610252,0.006186478,0.009279717,0,0,0,96896,12.13,10.39,6.26,9.4,10.34,1028,7753,159939,168720
10.15,0,33.65,0.020408163,0.979591837,0,0,0,0,0,58218,12.13,10.39,6.26,9.4,10.34,1028,7753,159939,168720
10.15,1.74,35.26,0.366197183,0.633802817,0,0,0,0,0,32886,12.13,10.39,6.26,9.4,10.34,1028,7753,159939,168720
10.15,0,33.65,0.57755511,0.417635271,0,0,0.004809619,0,0,97662,12.13,10.39,6.26,9.4,10.34,1028,7753,159939,168720
10.15,0,33.65,0.129297459,0.865470852,0,0,0,0.005231689,0,30152,12.13,10.39,6.26,9.4,10.34,1028,7753,159939,168720
10.15,0,33.65,0.175567833,0.810926949,0,0.003069368,0.005524862,0,0.004910988,33013,12.13,10.39,6.26,9.4,10.34,1028,7753,159939,168720
10.15,0,33.65,0.121890547,0.81840796,0,0,0,0,0.059701493,26659,12.13,10.39,6.26,9.4,10.34,1028,7753,159939,168720
10.15,3.43,36.09,0.037011652,0.934201508,0,0.007539411,0.002056203,0,0.019191227,42235,12.13,10.39,6.26,9.4,10.34,1028,7753,159939,168720
10.15,1.74,35.26,0.35125969,0.608042636,0,0,0.024224806,0,0.016472868,71266,12.13,10.39,6.26,9.4,10.34,1028,7753,159939,168720
10.15,1.74,35.26,0.381995134,0.575425791,0.00729927,0.0081103,0.027169505,0,0,81957,12.13,10.39,6.26,9.4,10.34,1028,7753,159939,168720
10.15,1.74,35.26,0.048863087,0.928398645,0,0.004837929,0.004354136,0,0.013546202,52862,12.13,10.39,6.26,9.4,10.34,1028,7753,159939,168720
10.15,1.74,35.26,0.027295285,0.930521092,0,0.004962779,0.022952854,0,0.01426799,47888,12.13,10.39,6.26,9.4,10.34,1028,7753,159939,168720
10.15,1.74,35.26,0.017241379,0.963949843,0,0.005485893,0.007053292,0,0.006269592,70426,12.13,10.39,6.26,9.4,10.34,1028,7753,159939,168720
10.15,1.74,35.26,0.143961927,0.820939917,0,0.025580012,0,0,0.009518144,49638,12.13,10.39,6.26,9.4,10.34,1028,7753,159939,168720
10.15,1.74,35.26,0.096664782,0.881288864,0,0,0.005652911,0,0.016393443,29539,12.13,10.39,6.26,9.4,10.34,1028,7753,159939,168720
10.15,0,33.65,0.131877729,0.844104803,0,0,0,0,0.024017467,28966,12.13,10.39,6.26,9.4,10.34,1028,7753,159939,168720
10.15,1.74,35.26,0.404844291,0.571799308,0,0,0.006055363,0,0.017301038,36822,12.13,10.39,6.26,9.4,10.34,1028,7753,159939,168720
10.15,0,33.65,0.715855573,0.277864992,0,0,0.006279435,0,0,108264,12.13,10.39,6.26,9.4,10.34,1028,7753,159939,168720
10.15,0,33.65,0.275362319,0.724637681,0,0,0,0,0,40156,12.13,10.39,6.26,9.4,10.34,1028,7753,159939,168720
10.15,0,33.65,0.262327416,0.732412886,0.005259698,0,0,0,0,42321,12.13,10.39,6.26,9.4,10.34,1028,7753,159939,168720
10.15,1.74,35.26,0.105882353,0.807843137,0.018300654,0.011764706,0.006535948,0,0.049673203,29432,12.13,10.39,6.26,9.4,10.34,1028,7753,159939,168720
10.15,1.74,35.26,0.389380531,0.587020649,0,0,0,0,0.02359882,9623,12.13,10.39,6.26,9.4,10.34,1028,7753,159939,168720
10.15,0,33.65,0.158653846,0.833533654,0,0,0,0,0.0078125,46059,12.13,10.39,6.26,9.4,10.34,1028,7753,159939,168720
10.15,0,33.65,0.186077644,0.802543507,0,0.005354752,0,0,0.006024096,43175,12.13,10.39,6.26,9.4,10.34,1028,7753,159939,168720
10.15,0,33.65,0.02865571,0.959123472,0,0,0.005899705,0,0.006321113,112418,12.13,10.39,6.26,9.4,10.34,1028,7753,159939,168720
10.15,0,33.65,0.089005236,0.910994764,0,0,0,0,0,60882,12.13,10.39,6.26,9.4,10.34,1028,7753,159939,168720
10.15,0,33.65,0.122330097,0.866343042,0,0,0,0,0.011326861,38564,12.13,10.39,6.26,9.4,10.34,1028,7753,159939,168720
10.15,0,33.65,0.330723341,0.669276659,0,0,0,0,0,33223,12.13,10.39,6.26,9.4,10.34,1028,7753,159939,168720
10.15,0,33.65,0.369230769,0.616568047,0,0,0.00591716,0,0.008284024,71607,12.13,10.39,6.26,9.4,10.34,1028,7753,159939,168720
10.15,0,33.65,0.109605186,0.868002357,0,0,0,0,0.022392457,20141,12.13,10.39,6.26,9.4,10.34,1028,7753,159939,168720
10.15,0,33.65,0.135791757,0.851626898,0,0.006507592,0,0,0.006073753,27240,12.13,10.39,6.26,9.4,10.34,1028,7753,159939,168720
10.15,0,33.65,0.059009484,0.915173867,0.004214963,0,0,0,0.021601686,19221,12.13,10.39,6.26,9.4,10.34,1028,7753,159939,168720
10.15,0,33.65,0.423267327,0.570132013,0,0,0,0,0.00660066,103026,12.13,10.39,6.26,9.4,10.34,1028,7753,159939,168720
10.15,0,33.65,0.088068182,0.886363636,0,0.018939394,0,0,0.006628788,26574,12.13,10.39,6.26,9.4,10.34,1028,7753,159939,168720
10.15,0,33.65,0.219242902,0.761829653,0,0,0,0,0.018927445,54375,12.13,10.39,6.26,9.4,10.34,1028,7753,159939,168720
10.15,0,33.65,0.188864143,0.789755011,0,0,0,0.0155902,0.005790646,49989,12.13,10.39,6.26,9.4,10.34,1028,7753,159939,168720
10.15,0,33.65,0.27607362,0.717109748,0,0,0.006816633,0,0,69292,12.13,10.39,6.26,9.4,10.34,1028,7753,159939,168720
10.15,0,33.65,0.170049369,0.808008777,0,0.005485464,0,0.002742732,0.013713659,52083,12.13,10.39,6.26,9.4,10.34,1028,7753,159939,168720
10.15,0,33.65,0.216197666,0.76321208,0,0.005490734,0.01509952,0,0,61226,12.13,10.39,6.26,9.4,10.34,1028,7753,159939,168720
